tweet_id,user_id,tweet,target_word,Function,Aggression_Votes,Emotion_Votes,Emphasis_Votes,Auxiliary_Votes,Signal_Votes,NonVulgar_Votes
684815662871646209,2758479022,<USER> <b>fuck</b> your mom's tiny sweet pussy,fuck,0,6,0,0,0,1,0
816345280769454084,2866251564,me: i'm gonna watch cute animes this break :) me: /ends up reading a <b>fucked</b> up manhwa i hate but can't stop reading until caught up/,fucked,2,0,0,7,0,0,0
124227717838278656,196390131,"as for myself on the Raiders' possible return to LA: they boomeranged once, so <b>hell</b> no on a second go around people, once bitten!!!",hell,2,0,1,4,1,0,1
5020704500088832,176998914,I'm still <b>pissed</b> off about Amazon Studios: <URL>,pissed,1,0,7,0,0,0,0
877032461447733248,3237210811,"Okay I'm not the biggest Trump supporter by any means, I'm more independent than anything but <b>shit</b> he's your President show some respect",shit,2,1,1,5,0,0,0
800498658949169153,621603379,<USER> who <b>pissed</b> in her cheerios lol,pissed,3,2,1,0,4,0,0
633766574831173632,3166193916,<USER> like fr fr!! I need to but I read the first page and it was boring as <b>hell!</b> ud83dude2dud83dude2d,hell,2,0,0,5,1,0,1
823176622899691520,1511765407,"<USER> they forget just about half the country DID vote for him, <b>shit</b> is so one sided its rediculus",shit,1,2,4,0,1,0,0
691085985153732609,2790075383,me like a <b>nigga</b> don't exist,nigga,4,1,1,0,2,3,0
573380784389795841,1587168878,Thought I watch The Godfather for the first time and... Well... No one told me it was 8 1/2 <b>fucking</b> hours long -___-,fucking,2,1,0,6,0,0,0
701179585304666114,3309852775,<USER> <b>damn</b> Daniel...,damn,1,1,4,2,0,0,0
12052906973,22175620,This is pretty <b>fucking</b> cool: <URL>,fucking,2,0,1,6,0,0,0
935423159276396544,977583558,"Well <b>shit,</b> you only need one kidney to live <URL>",shit,1,0,4,1,2,0,0
68076917877780480,253187118,No air conditioning in classroom <b>#fuck</b>,fuck,1,1,6,0,0,0,0
673643000787021825,2256976089,<USER> here's an idea: <b>fuck</b> off,fuck,0,6,0,0,0,1,0
853934763,10827952,Mixing all the flavors together at the drink fountain was a good idea when I was 8. Now it just makes a <b>shitty</b> drink.,shitty,2,0,2,5,0,0,0
419661449376845824,2257008405,"<USER> <b>'Damn,</b> Macy! *yawns*",damn,1,0,5,2,0,0,0
687467056283971585,2093301,"<USER> Not only was he a kick <b>ass</b> actor & musician, he showed it was okay to be yourself, no matter how weird. I should follow that advice.",ass,2,0,0,7,0,0,0
938372956031291392,2302467720,"At this point. No joke, I just think my SSD(OS) is the only thing <b>fucked</b> up...",fucked,1,0,4,2,1,0,0
212596126136811520,297086049,<b>Fuck.</b> I really need a ride home.,fuck,1,0,6,1,0,0,0
590354836857573376,822520250,I love that the <b>bitch</b> who claimed she drove 12 hrs to this show decided to talk over every song and drunk stumble while trying to dance....,bitch,0,6,0,0,0,1,0
739146288621457409,243956746,Only America makes up random <b>ass</b> days just so people will buy stuff. #NationalCheeseDay #NationalDonutDay ??? #QuestionMark #Ok #Healthy,ass,2,0,1,5,1,0,0
286016497346834432,307944356,"Best New Years so far, spent with great people, happy <b>fucking</b> new year",fucking,1,0,4,3,0,0,0
641081126283517952,592656878,<USER> clearly heard Rollins 'what the <b>fuck'</b>,fuck',2,0,2,3,2,0,0
345002984050155520,351722270,Just watched #Marchand mouth 'Shut up <b>bitch'</b> lol,bitch',0,4,0,1,1,1,0
661679426837573633,2597223242,When people come to ur school and tell u ur going to <b>hell?</b>,hell,1,1,3,0,1,1,1
624108090187603968,33578638,And give no <b>fucks</b> about the ones who aren't.,fucks,1,1,4,0,2,0,0
564875048595771393,182910150,I'm convinced <b>hell</b> looks a lot like the Fort Mill DMV.,hell,5,0,0,0,2,1,4
117345072281960448,366022299,"Get in <b>bitches,</b> we're going shopping! <USER> <USER> <USER>",bitches,4,0,0,0,0,7,0
820266619750535169,67163915,<USER> <USER> I'm <b>pissed</b> I'm up rn,pissed,1,1,4,0,2,0,0
613917309694939136,2287354088,"(How the <b>hell</b> they pulled that off, I will never understand.)",hell,1,0,4,0,3,0,0
557193297060323328,2557410338,<USER> Like anyone REALLY cares what Mr. Hypocrite Candy <b>Ass</b> thinks!,ass,0,4,0,2,1,0,0
384722879469735937,131302634,MOTHER FUCK MOTHER <b>FUCK</b> BRA STRAP BROKE THEN I BURNT MYSELF,fuck,1,1,6,0,0,0,0
703115368739401729,77674358,"<USER> BWAAAAAAAAAH!!! Oh god... Oh my dear <b>fucking</b> god... wait... wait... you're serious? Fuck beans, that's even funnier! Thanks man!",fucking,2,0,0,7,0,0,0
870119589757235201,21449479,Now all my drinks and all my feelings are all <b>fucking</b> mixed. Always missing people that I shouldn't be missing.,fucking,2,0,2,5,0,0,0
191695037409673216,239911752,dont wanna go 2 my morning classes who gives at rats <b>ass</b> about some guy talking about stuff no one cares about,ass,3,0,1,2,4,0,0
370232354612072448,23911725,<USER> Do not give the slightest <b>fuck.'</b> Nope!,fuck.',3,0,3,0,4,0,0
788972422015938561,1536725665,<USER> <b>Jackass</b> kids who are an embarrassment to UNLV. And who cares what they are saying? #msnbc,jackass,0,4,0,1,0,2,0
805104026442465280,1016399695,<USER> <b>HELL</b> YESS. I was working on Orchestral covers of this and another theme last night!,hell,2,0,3,4,0,0,0
876814636682809344,555518833,<USER> nb women & bm stay looking in your direction & doing <b>shit</b> to catch your attention because no one actually... <URL>,shit,1,0,4,2,1,0,0
601546599680970752,18556300,<USER> and Lay <b>ho</b> mah?,ho,5,0,0,0,0,2,5
534719828141940737,865460899,<USER> just a lil <b>ass</b> from me to you,ass,3,0,2,0,5,0,0
663545157246017536,161209632,"<b>Damn,</b> Vivica is holding Nothing back. #WWHL",damn,2,0,2,5,0,0,0
358366612593713153,388664920,See business over <b>bullshit</b> is my company policy,bullshit,1,0,4,1,2,0,0
237224232105431041,39172835,Rainbow Foods Monopoly or: Holy <b>Shit</b> What a Boring Monotonous Torture Contest. <URL>,shit,2,0,2,5,0,0,0
614484060807651329,34875507,Front row seats to this <b>shit</b> storm ... Why can no one in the LGBT/queer community be happy for the next person,shit,2,0,2,3,2,0,0
838982070114254848,2913389455,so the switch looks like a massive pile of <b>shit</b>,shit,2,0,2,4,1,0,0
900225931700297728,2892685603,it's a <b>shitty</b> feeling realizing one of your best friends is actually a shitty friend :/ i trusted u again man,shitty,1,1,5,1,0,0,0
843150539751903236,17956633,My <USER> MobileStudio Pro came yesterday and I'm so <b>fucking</b> excited! Expect art soon! <URL>,fucking,2,0,3,4,0,0,0
706665369990242309,495633656,Abraham is an <b>ass</b> omg.,ass,0,4,0,0,3,0,0
752334927484465152,3242876653,"<USER> She gets to say, 'Don't call me a <b>slut</b> and don't smack my butt.'...but you have to actually say that!",slut,0,4,0,0,2,1,0
296784492679557120,351982891,<USER> tell me about bro. Im from Chicago and <b>shit</b> is insane there with all the shootings.,shit,2,0,0,4,3,0,0
291208809584660480,552017652,"<USER> you're from the 70's, but i'm a 90's <b>bitch'</b> #iconapop is catching on!! #iloveit",bitch',4,0,1,1,1,4,0
919308391314472960,1507930579,<b>Hell</b> yeah!,hell,2,0,2,4,0,0,1
751377624744751104,2509346532,"Can we agree overall that ANY loss of life is unacceptable,dont care if youre black,gay,cop,a pokemon it doesnt matter stop the <b>damn</b> killing",damn,2,0,0,7,0,0,0
631169796923596800,175628330,<USER> they don't hate you they most likely miss the <b>shit</b> outta you like I do,shit,1,0,4,3,0,0,0
169931869599694848,251322839,<USER> Would I be out of place to say <b>FUCK</b> YEAH!!!!!!!!,fuck,1,0,7,0,0,0,0
149573656081735680,14851038,"So I took about a month off to get Apple Valley in order, but now... it's time... A NEW WEBCOMIC <b>HELL</b> is up! <URL>",hell,5,0,0,2,0,0,5
212041384650227713,579076535,<USER> I had that game it was the <b>shit</b> I believe it was something like baseball 2121,shit,1,0,5,2,0,0,0
478703221960359937,17054905,<USER> I usually don't look at my timeline for fear of getting <b>pissed</b> off lol,pissed,1,1,4,0,2,0,0
741478915454033920,2298532705,Loud <b>bitches</b> at the bar... <URL>,bitches,4,2,0,0,0,5,0
3881321537,24968815,"What did you do at 9pm on 9-9-09. We shouted, 'I'm so <b>damn</b> alive' along with Hafiz. <URL>",damn,2,0,1,6,0,0,0
698688220041601024,84100749,"<USER> <b>Hell,</b> I wonder if you'd be interseted in reviewing my novel Saga Terra: Odysseus, a talking animal story like Redwall.",hell,2,0,2,4,1,0,0
941044822604963844,30712159,"<USER> Oh, Christ on a <b>cracker.</b> <URL>",cracker,5,0,0,0,0,0,7
450433964675977216,20485089,"Overheard at the bus station re: the <b>shitty</b> weather: 'It's a real quagmire out there!!' Well-played, sir.",shitty,1,1,5,1,0,0,0
219417414453051393,431333866,"He had his run where he was the <b>shit.</b> Then he disappeared, but pops up every few years to remind us that he ain't dead.",shit,2,0,2,4,1,0,0
475918803491364864,404320133,"<USER> #Taurus' never bitter at an ex...' False, I hope you all burn in <b>hell.</b>",hell,1,1,3,0,1,0,2
719001641005948928,2186612067,<USER> out <b>fucking</b> standing! Beautiful ride,fucking,2,0,0,7,0,0,0
384833076372987904,1562088236,<USER> <b>damn</b> gurl you got a bootie on you.,damn,2,0,3,4,0,0,0
555250634799075328,2610445469,<USER> You guys know of anyway to get people excited here in Tucson to go buy a <b>damn</b> ticket for <USER> I want to go so bad!,damn,2,1,0,6,0,0,0
786444145053294592,772443326,"i'm so sick of this <b>shit.</b> it's 2016, GET THE HELL OVER IT YOU PATHETIC MORONS your disgusting cheeto king is going... <URL>",shit,1,1,5,0,1,0,0
603685331536338944,317911064,<b>damn</b> jd is hot,damn,2,0,1,5,1,0,0
589254204297977856,111626535,<b>Damn</b> Meredith,damn,2,2,1,3,1,0,0
34582767467495424,45568773,<USER> sorry people make you feel like that! You want me to come there and kick someones <b>ass?</b>,ass,3,2,1,0,4,0,0
574327850960044032,3031462283,i'm literally so tired of being nice to people and going out of my way to make sure they're okay and happy just to be treated like <b>shit.</b>,shit,1,0,6,0,1,0,0
4570334442,19382449,<USER> You got that right! Raul Julia is <b>PISSED!</b>,pissed,1,0,4,1,2,0,0
39072536205606912,42772644,I was a rebelious teenager but even then I still respected my parents and did what they told me to with out arguing all the <b>damn</b> time.,damn,2,0,0,7,0,0,0
888478854158753792,497525756,Wtf I got eaten alive at the top of the mountain by those annoying <b>ass</b> bugs yesterday,ass,2,0,2,5,0,0,0
861737933631520768,910191858,<USER> this is also true. i shouldnt pick a fight bc honestly i eat like <b>shit.</b> frozen pizza and subway is like... <URL>,shit,2,0,2,3,2,0,0
725045195746762752,578243124,WHAT HAPPENED TO PEWDIEPIE WHY ARE HIS TWEETS SO <b>FUCKING</b> SAVAGE I LOVE THIS TEA,fucking,2,0,0,7,0,0,0
917931698452619265,1605395239,I'm honestly so <b>pissed</b>,pissed,1,0,5,0,2,0,0
686463165249396736,1358420269,<USER> this makes me so sad. Bowie's music and movie 'the Labyrinth' were such a big part of my childhood. <b>Damn</b> cancer. RIP,damn,1,0,4,3,0,0,0
511745444159188992,2759657456,"As a representative of workers, W's careful, moderate tone helped his cause. This may <b>damn</b> small causes that can't afford effective PR.",damn,2,0,1,5,0,0,1
555181749366706177,2549114401,"<b>damn</b> ashley, what happened to pastor ted?? #PLLSocialHour",damn,1,0,4,2,1,0,0
944248259513548801,517950064,Selling products made from animal torture & murder is <b>sh*tty!</b> Take action & tell <USER> to go #FurFree.... <URL>,sh*tty,1,1,4,1,0,1,0
720035533402058753,33130809,"Fuck my life tho for real like <b>damn,</b> I'm 19 don't fucking treat me like I'm 5",damn,1,0,4,2,1,0,0
720035533402058753,33130809,"<b>Fuck</b> my life tho for real like damn, I'm 19 don't fucking treat me like I'm 5",fuck,1,1,6,0,0,0,0
540290457956515840,54603287,hella mad that my episode stopped streaming due to my <b>shit</b> wifi connection,shit,1,1,4,2,0,0,0
253608383809204225,731886007,Hurt my leg pretty gd at practice today at malvern raceway... Laying n bed of truck can't move my toes... <b>#FUCK</b>,fuck,1,1,6,0,0,0,0
534498517541462017,818490121,<USER> The 'I'm about to get some <b>dick'</b> starter pack <URL>,dick',3,0,1,0,4,0,2
111090114498789376,29345746,<USER> Catholic Speaker Kathryn Jean Lopez on former U.S. VP <b>Dick</b> Cheyney's new book - <URL> Cheyney??? C'mon..,dick,5,0,0,0,0,0,7
665173065865805824,26030462,<USER> <USER> Honestly unintentional at first and then tried to cover their <b>ass.</b> If her story didnt get out it'd be long gone.,ass,3,0,1,0,4,1,1
740596598938296320,1887956450,<USER> Most people have been arrested at least once. <b>Shit</b> happens. I really don't understand why people have to be dicks to you guys.,shit,3,0,1,2,4,0,0
669607801031753729,2580080726,Holy <b>fuck</b>,fuck,1,0,4,3,0,0,0
511580374410223617,29871516,"<USER> 'Don't be a sack of <b>shit,</b> shit in sacks.' -Steve Shafer #probably",shit,3,0,1,2,4,0,0
511580374410223617,29871516,"<USER> 'Don't be a sack of shit, <b>shit</b> in sacks.' -Steve Shafer #probably",shit,3,0,2,1,3,1,0
402790331545972736,264361827,Whoever this <b>bitch</b> is that keeps taking my money ima gonna kick your ass if u steel from me again!!!,bitch,0,7,0,0,0,0,0
11285999288,28445180,I am not a <b>whore!!</b> <USER> Staples Center w/ 15 others) <URL>,whore,1,2,3,0,1,1,0
595078806379044864,115433242,<USER> TRANSLATION--- Muslims need to be wise so they don't die and go to <b>HELL!!</b>,hell,0,4,0,0,1,0,2
85774673916346369,78789558,"Lol my bb cuzn couldnt pick anyting up with her chopsticks, so she got hella <b>pissed</b> off and threw the chopsticks across the table XD",pissed,1,0,5,0,2,0,0
397427885197107200,29871516,"<USER> dude, your record is fun as <b>hell</b> to drum to. Just sayin. #glooper",hell,2,0,1,5,1,0,0
344637704480362496,75704004,Here's an idea... If your boyfriend hits you because he's frustrated about a <b>damn</b> football game... LEAVE HIM.,damn,2,0,0,7,0,0,0
252190223121907712,40173607,<USER> nyquil is for <b>pussies.</b> ;-) it's the bedicking hour,pussies,4,0,1,1,0,5,0
7.85E+17,4740686001,<USER> all the GOP doing is ruining everything!!!!!! Her EMAILS ARE OUT AND ALL U CARE ABOUT IS <b>SHIT</b> THAT HAPPENED 11 YEARS AGO!,shit,1,1,5,0,1,0,0
453354260634537984,1562088236,Charlette's college bball coach gotta pokemon face <b>ass</b> <URL>,ass,3,1,0,1,5,0,0
248246577456619521,457166419,<USER> that's how you get <b>shit</b> donee...it adds an edge to everything you say,shit,2,0,0,4,3,0,0
868830151051591681,22826326,I think they <b>pissed</b> him off! <URL>,pissed,1,0,4,0,3,0,0
934579134843506688,1155548167,issa 'if you hate that <b>bitch</b> then I hate that bitch too' typa relationship [?] <URL>,bitch,0,4,0,0,0,3,0
272406862849265664,199058640,"<USER> <USER> <USER> <USER> haha!!! Boys are mean!! The <b>Shiz</b> is a compliment, don't worry",shiz,5,0,0,0,2,1,4
657376704105611264,161209632,"Bonnie is scary. Who can cry like THIS on cue, while lying her <b>ass</b> off...? #HTGAWM",ass,2,2,1,3,1,0,0
549382810822508544,410198865,Dobby's death gets me. Every. <b>Damn.</b> Time. #HarryPotterForever,damn,2,0,2,4,1,0,0
611950849271705600,313442910,"<b>Fuck</b> this guy. And stop with the holocaust, please! #tgiapod <URL>",fuck,0,5,1,0,1,0,0
919750797570854912,43697254,This is <b>FUCKING</b> AWESOME. <URL>,fucking,2,0,0,7,0,0,0
280868238055858176,18705061,<b>DAMN</b> YOU HIMYM...why are you so good?!!! #doogiehowser,damn,1,1,6,0,0,0,0
427625024585859072,327614924,"<USER> I told you I'm not watching the #GRAMMYs Hint, hint... <USER> wears a crazy outfit and <USER> wins. Same <b>shit,</b> new year",shit,2,1,1,3,1,1,0
241371628896923648,325577972,<USER> <USER> you are <b>fucking</b> retarded....' hahaha and the haters start rolling in. #HateradeForEveryone #Lolz,fucking,0,4,0,3,0,0,0
437446833707560960,2188988862,This isn't the fun enjoyable atmosphere I'm used to at the Ground Round. Tweet that <b>bitch'.</b> --Uncle Wade.,bitch',0,5,0,0,2,0,0
186226493943316482,424507759,damn havnt been on twitter in forever.. almost forgot about this shit.. been too busy on facebook an otha <b>shit</b>,shit,3,1,0,2,3,1,0
726809573852479488,2222360154,"Aries friend: 'Today I'm gonna fuck <b>shit</b> up'. Me: Remember, don't drop the soap later in jail. #MayDay",shit,2,1,1,3,2,0,0
684124819382599680,3420881525,"<USER> <USER> <USER> <b>damn</b> that pesky time difference, I'm in class :(",damn,1,0,5,1,1,0,0
245697374918414338,161711324,I officially quit as a Pittsburgh Pirates fan so <b>pissed</b> at this collapse,pissed,3,0,2,0,3,1,1
400817572691869696,429465543,<USER> way to text me back <b>bitch</b>,bitch,0,5,0,0,2,0,0
448606042235355136,419143773,Kiss <b>ass</b>,ass,3,2,1,0,3,1,0
552360042939551744,1709319535,My refrigerator and heater are taking bets on who can make me jump the most tonight. <b>Damn</b> my acute sense of hearing and fear of the dark!,damn,1,0,4,2,1,0,0
473638513091805184,2381296429,Glad to have a BettyBadAss for a daughter who takes NO <b>shit</b> from anyone!,shit,1,0,5,1,1,0,0
616805088133296128,23213874,The Child(r) loves B-movies. We enjoyed a timely screening of Independence Daysaster. It is so shitty it's <b>shitty.</b> No redemption.,shitty,1,2,3,2,0,0,0
616805088133296128,23213874,The Child(r) loves B-movies. We enjoyed a timely screening of Independence Daysaster. It is so <b>shitty</b> it's shitty. No redemption.,shitty,2,0,3,4,0,0,0
535479819417694208,488030499,Awe <b>damn</b> I'm officially a bartender at a real bar.,damn,1,0,6,0,1,0,0
476797922437120001,247015593,"Also, I bought a terrible towel meant for signing while <b>Dick</b> LeBeau was standing just feet away from me #kickingmyself <USER>",dick,5,0,0,0,0,0,7
397708435602419712,831370980,<USER> <b>Fuck</b> you for blocking me you pathetic piece of shit!!!!,fuck,0,6,1,0,0,0,0
130806846297616384,21182582,The power keeps going out in the North Shore. Creepy as <b>fuck.</b>,fuck,2,0,2,5,0,0,0
1649715246,10827952,<USER> <b>Hell</b> yeah I am! Thanks for Sunday. Lots of fun & I got a free water bottle. Or wait... that's yours. When can I give it bck?,hell,2,0,3,4,0,0,0
754671741725646848,234221060,<USER> (TT) that being said to me would <b>piss</b> me off.,piss,1,1,5,0,1,0,0
659861801064988672,1507930579,<USER> <USER> he sure as <b>hell</b> ain't taking the job for $1M less/yr either.,hell,2,0,2,5,0,0,0
822097780734889984,90223445,<USER> <USER> <USER> all this <b>shit</b> with FIFA and we still won't switch over to PES!,shit,1,2,3,1,1,0,0
108934734905745408,110869572,"<USER> <USER> Shadows. <b>Fucking</b> shadows, man. Freaking Vashta Nerada and their piranha-y ways.",fucking,2,0,1,6,0,0,0
922240121822433280,1035115242,Racist NFL Kneelers Didnt Know What's On Every Single One Of Their Helmets - Now They're <b>PISSED!</b> <URL> via <USER>,pissed,1,0,3,2,1,0,1
624584706936426497,192380238,Happy birthday <b>fag</b> <USER>,fag,0,4,0,0,0,3,0
366340760599138306,430698976,<USER> Well that's awfully <b>Shitty</b>,shitty,1,0,5,2,0,0,0
311179418347384833,396971059,<USER> then why would i listen to u too?u idiot.jerkface!go <b>fuck</b> yourself,fuck,0,7,0,0,0,0,0
153897110054514688,24114057,"<USER> yea but i cant go see her in another state cause my fam would question and basically not allow, i cant explain all in a <b>twat</b> ha",twat,3,0,1,0,4,1,1
195214810412105728,464934673,A day's not successful until you manage to <b>piss</b> everyone off. That's how you know you have succeeded today...,piss,3,1,1,0,5,0,0
234112392307548161,406488055,honestly funniest <b>fucking</b> moment ever <USER> #peeingmypants,fucking,2,0,2,5,0,0,0
832449679023493120,21993309,<USER> what an arrogant <b>twat.</b> You know how you can tell that you are a good person? You don't have to be the one telling people. #humility,twat,0,6,0,0,0,1,0
213848524952051712,46939915,<USER> And what about Welbeck's accidental winning goal? No way that <b>shit</b> was on purpose.,shit,3,1,1,1,4,0,0
238295501823430656,22596076,<USER> U2 can suck my <b>dick</b> I saw a former Beatle man,dick,3,2,0,1,4,0,0
442474975422054400,405607938,If I could have another grandpa I would choose <b>Dick</b> Vitale,dick,5,0,0,0,0,0,7
469233938133946368,25330884,My make friends in college uses to refer to forced penetration as a ghost <b>fuck</b> <URL> #rape #rapeculture,fuck,3,0,2,0,4,1,0
499630174410133504,1490720666,<USER> she's hot. Way hotter than his rat <b>bitch.</b> :/,bitch,0,5,1,1,0,0,0
807619507262869504,3249927378,<b>Damn.</b> 'Pentagon was spending almost a quarter of its $580 billion budget on overhead and core business operations' <URL>,damn,2,0,3,4,0,0,0
44182450963886080,150492713,<USER> two words. <b>hell</b> yes,hell,2,0,3,4,0,0,0
759530048063930368,258055703,Looks like Redkach stole Erik Morales' nickname and Cotto's <b>shitty</b> chest tattoo #shoboxing #SantaCruzFrampton #boxing,shitty,2,0,3,4,0,0,0
412835764183920640,378160687,<USER> Chris Bosh even does suspect <b>shit</b> in 2K14 ? <URL> is so like that ol giraffe neck looking boy,shit,2,0,2,4,1,0,0
393859720672342016,500268697,<USER> <b>damn</b> that's rough.,damn,1,0,4,2,1,0,0
330113643528200192,1398294175,<b>damn</b> I need to know how to get followers XD any suggestions,damn,1,0,3,2,2,0,0
935523322992902144,1679062790,"<USER> Most if not all will keep the mortgage deduction except the very rich,, so what is your point dumb <b>shit?</b>",shit,0,4,2,1,0,0,0
789669206145044481,16404395,When you're leaving your job soon and just don't give a <b>damn</b> anymore <URL>,damn,1,0,4,2,1,0,0
429769964565037056,52311538,"<USER> Everybody get your roll on, everybody get your <b>motherfucking</b> roll on!' This was that song! Lol major throwback",motherfucking,2,0,0,7,0,0,0
901984843885576192,576289447,so many <b>goddamn</b> twin peaks spoilers imma about to shut it down ayyo,goddamn,2,1,0,6,0,0,0
447124357916393472,1135271220,Pretty much counting on the fact that they won't read my Christian form paper this week because I don't know what the <b>hell</b> I just turned in,hell,2,0,3,4,0,0,0
819698956640854017,523608771,"<USER> Any chance of #LegendsofTomorrow wave 2 pops, since it was just approved for season 3? (Need Rip, <b>Mick,</b> and Amaya!) #AskFunko",mick,5,0,0,0,0,0,7
1636742274,14416921,"Bytes and <b>Bullshit</b> episode 64 is in the feed, show notes to follow in the morning! Enjoy!",bullshit,3,0,1,1,4,0,1
598236707268501504,520821595,bullshit 'you have makeup on who are you trying to impress?' i impressed my <b>damn</b> self not stabbing myself with eyeliner thats enough for me,damn,2,0,1,5,0,1,0
296745784987226112,721891704,"part 4 - Joan Wheelers <b>bullshit</b> tweets of Jan 29, 2013 will be shown to judge so he can see how she blames me for stuff - while I'm sleeping",bullshit,1,2,3,1,1,0,0
690976428326850562,4659071841,<USER> <USER> follow me on twitter and give me a shoutout <b>bitchez</b>,bitchez,4,0,0,0,1,6,0
898242166132064257,13309552,+I require maintenance make appt w me before entering my apartment-I've been hurt by guy startling me when I'm naked/in (&amp; he breaks <b>shit)</b>,shit),3,0,0,0,7,0,0
897838049228455936,809674321,"they're just using your exact words against you, <b>dickwad.</b> no tampering of the truth here, just THE truth, YOUR truth <URL>",dickwad,0,4,0,1,1,1,0
620688704592424960,1162073730,Do no harm but take no <b>shit.'</b> --Unknown via <USER>,shit.',3,0,1,1,5,0,0
576584096446578688,94728816,JUST FOUND OUT MY STEP DAD IS MEETING LIL BOOSIE ON SUNDAY AND IM NOT GONNA BE THERE AND IM <b>PISSED</b>,pissed,1,1,6,0,0,0,0
337548224137158657,49862659,This <b>shit</b> is not ok!!!! <URL>,shit,1,1,3,1,2,0,0
691089390429347840,18570701,#WhyIAlreadyHate2016 <USER> & supports of said <b>prick.</b>,prick,0,4,0,0,3,0,0
133205481413025792,65962574,"<USER> <USER> fuck , <b>shit</b> on the floor , then bounce.",shit,3,1,1,0,5,0,0
896012682087866369,2506110638,why are yall just now gassing him up i knew he was a whole <b>ass</b> snack since the beginning <URL>,ass,2,0,1,5,1,0,0
133205481413025792,65962574,"<USER> <USER> <b>fuck</b> , shit on the floor , then bounce.",fuck,3,0,2,2,3,0,0
2661779729,46613999,Sometimes you need to <b>hoe</b> up or blow up,hoe,3,0,0,0,4,3,0
332972219695239169,242603089,<USER> Best show on TV. <b>Damn</b> shame. Fans deserve a better 'finale'..,damn,2,0,1,5,0,1,0
1951239701,23522693,"<URL> - My 'evil' child, <b>Mick.</b>",mick,5,0,0,0,0,1,6
468026941006548993,488030499,Ya I don't give a fuck if you're in the army. I don't know you. My waist is not for your hand. Hope your throat is ok. <b>#pissed</b>,pissed,1,1,5,1,0,0,0
219103117264957442,84155323,<USER> I thought <USER> wasn't working due to <b>shitty</b> hotel WiFi. #ThanksTwitter,shitty,1,0,4,1,2,0,0
299604305827229696,418916413,"<USER> <b>damn,</b> I'm hungry...where to lunch?' <USER> currently on Dickinson, just off Passyunk",damn,1,0,5,1,1,0,0
581623787747180544,42251312,<USER> <USER> no <b>shit.</b> I would hope so,shit,2,0,2,3,2,0,0
130159464727855104,308636990,Watching Salute Your Shorts. <b>HELL</b> YEAH!,hell,1,0,4,2,1,0,0
25995366146,32935113,Oh. Em. Gee. I can't wait until this <b>hell</b> day is over and I can watch Jersey Shore on my couch in my sweatpants!,hell,2,0,2,3,2,0,0
596411733440233474,3153030412,"<USER> umm nope actually my <b>shit</b> was hacked from my facebook, to my instagram & my Twitter",shit,3,0,2,0,5,0,0
681212816691441664,4351865122,concussion is such a good movie holy <b>shit</b>,shit,1,0,4,3,0,0,0
577300930644738048,2324525341,<USER> sure thing. <b>Hell</b> ill do you 1 better... Sub for a sub.alright?,hell,1,0,3,2,2,0,0
13623876885,14211227,"Nice parking job, <b>A-hole.</b> [target parking lot...with open spots around it] #fb <URL>",a-hole,0,5,1,0,1,0,0
809852894711267332,105934455,"<USER> Always gotta have somethin to <b>bitch</b> about, right? 'The premiere was too graphic!' 'The midseason finale wasn't graphic enough.'",bitch,3,0,3,0,4,0,0
935896604329967616,351973809,<USER> <USER> <USER> The <b>prick</b> is trying to incite a religious war,prick,0,4,2,1,0,0,0
2.79E+16,28531270,How to mend a broken teenage daughter's heart?? UGH!!! And how many daughters are left....?? Too many. I'm <b>fucked~</b>,fucked~,1,0,5,2,0,0,0
943925297702948867,185396797,"<USER> <USER> Yeah, Malcolm was a <b>jackass</b> in that show, but at least he didn't harass and smear people lmao.",jackass,0,3,2,1,0,1,0
928111875706929152,138670647,<USER> I guess so. Maybe you guys could make a game like sonic adventures. Kickstart that <b>shiz</b>,shiz,5,0,0,2,1,0,4
491361034913857536,388664920,<USER> 21 <b>Asshole</b> Moves To Pull On The Golf Course: <URL> by <USER> <USER> <USER> <USER>,asshole,1,2,3,0,1,1,0
202746048966430720,353400696,<b>Damn</b> it.. Gotta wait 30mims til class #alone ...okay no I'm not but I'm the only female so far,damn,1,1,4,2,0,0,0
909963862753112064,863933684,Spicer is like Hollywood's rescue dog. Abuse caused him him to lash out and now everyone wants to pet him. He's going to <b>piss</b> on the floor!,piss,3,0,0,0,7,0,0
535575169226797057,2355547244,I'm so <b>fucking</b> sick of this,fucking,2,0,2,5,0,0,0
897324860719992832,1587559075,<USER> shutting down <USER> haters even after he didn't agree with her product is the definition of a BOSS <b>BITCH!</b> Yaaasss!!,bitch,4,1,0,1,1,4,0
688087334261227520,981680582,"Seriously!?!? <b>Fucking</b> SERIOUSLY!?! OMG PISSED.. for over a year I've had weeks with the same problems, and I... <URL>",fucking,2,1,1,5,0,0,0
688087334261227520,981680582,"Seriously!?!? Fucking SERIOUSLY!?! OMG <b>PISSED..</b> for over a year I've had weeks with the same problems, and I... <URL>",pissed,1,0,5,1,1,0,0
767539779340820481,386335740,"<USER> Ho, ho, <b>ho.</b> It's me. Santa.",ho,5,0,0,0,0,0,7
767539779340820481,386335740,"<USER> Ho, <b>ho,</b> ho. It's me. Santa.",ho,5,0,0,0,0,0,7
767539779340820481,386335740,"<USER> <b>Ho,</b> ho, ho. It's me. Santa.",ho,5,0,0,0,0,0,7
